id,region,street,house_number,district_id,marker,izhs_id,susn_id
6300,г.Алматы,ул. Репина,17А,5,POINT (76.962246 43.279504),,
6353,г.Алматы,ул. Румянцева,3,5,POINT (76.937838 43.290733),,
733,г.Алматы,микрорайон Жетысу 1,30,3,POINT (76.838161 43.221286),,
9864,г.Алматы,ул. Хамиди,15,6,POINT (76.960647 43.26681),,
11929,г.Алматы,ул. Эйхе,8,5,POINT (76.932673 43.359372),,
661,г.Алматы,микрорайон Акжар,56,1,POINT (76.876816 43.300621),,
8880,г.Алматы,ул. с/т Медик,15/1,7,POINT (76.816207 43.165958),,
8981,г.Алматы,ул. с/т Мичуринец,5/1,7,POINT (76.863548 43.190684),,
701,г.Алматы,микрорайон Атырау,192,6,POINT (76.981263 43.292984),,
9626,г.Алматы,"ул. с/т""Монтажник""",12,8,POINT (76.980041 43.331115),,
721,г.Алматы,микрорайон Ерменсай-1,1,4,POINT (76.920878 43.185031),,
726,г.Алматы,микрорайон Ерменсай-3,37,4,POINT (76.931559 43.202166),,
725,г.Алматы,микрорайон Ерменсай-3,27,4,POINT (76.931559 43.202166),,
753,г.Алматы,микрорайон Карагайлы,Б/Н,7,POINT (76.853621 43.160744),,
776,г.Алматы,микрорайон Кокшокы,19,1,POINT (76.856783 43.269593),,
780,г.Алматы,микрорайон Мейрам,42Б,7,POINT (76.836571 43.19982),,
782,г.Алматы,микрорайон Мейрам,49Г,7,POINT (76.834954 43.20258),,
789,г.Алматы,микрорайон Нур Алатау,1153,4,POINT (76.917995 43.168556),,
791,г.Алматы,микрорайон Нур Алатау,1839,4,POINT (76.916072 43.165531),,
790,г.Алматы,микрорайон Нур Алатау,1165,4,POINT (76.917797 43.168128),,
3928,г.Алматы,ул. Керей-Жәнібек хандар,470В,6,POINT (77.015354 43.18137),,
802,г.Алматы,микрорайон Нурлытау,5,4,POINT (76.903622 43.147038),,
805,г.Алматы,микрорайон Нурлытау,1396,4,POINT (76.905643 43.143716),,
809,г.Алматы,микрорайон Нурлытау,8А,4,POINT (76.902723 43.17181),,
829,г.Алматы,микрорайон Орбита 2,24,4,POINT (76.882556 43.196895),,
835,г.Алматы,микрорайон Таугуль,19,3,POINT (76.875603 43.211471),,
841,г.Алматы,микрорайон Хан-Тәңірі,83,4,POINT (76.891926 43.16918),,
842,г.Алматы,микрорайон Хан-Тәңірі,117,4,POINT (76.892824 43.165978),,
843,г.Алматы,микрорайон Хан-Тәңірі,120,4,POINT (76.892824 43.165465),,
9265,г.Алматы,ул. с/т Статистик,7,6,POINT (77.009623 43.24157),,
7748,г.Алматы,ул. с/т Алмалы,3/76,7,POINT (76.865066 43.146136),,
4003,г.Алматы,ул. Кожамьярова,20,8,POINT (77.015264 43.335692),,
8012,г.Алматы,ул. с/т Госкино,15,6,POINT (77.00726 43.245005),,
3678,г.Алматы,ул. Камышинская,30,8,POINT (77.000146 43.343482),,
7759,г.Алматы,ул. с/т Алмалы,79,7,POINT (76.816386 43.184236),,
7474,г.Алматы,ул. с/т Алатау-2,62,6,POINT (77.008284 43.276938),,
7398,г.Алматы,ул. с/т Алатау,34,6,POINT (77.003667 43.276656),,
7477,г.Алматы,ул. с/т Алатау-2,66,6,POINT (77.009722 43.277772),,
7752,г.Алматы,ул. с/т Алмалы,4/5,7,POINT (76.815515 43.191506),,
9375,г.Алматы,ул. с/т Энергетик,126,6,POINT (77.008033 43.249916),,
654,г.Алматы,микрорайон Акжар,19,7,POINT (76.801384 43.194891),,
665,г.Алматы,микрорайон Акжар,20Б,7,POINT (76.802714 43.175269),,
1274,г.Алматы,ул. Абиш Кекилбайулы,135,4,POINT (76.888719 43.205747),,
1383,г.Алматы,ул. Айша-биби,Б/Н,8,POINT (76.976071 43.299197),,
1388,г.Алматы,ул. Акбулакская,27,5,POINT (76.898438 43.289257),,
1864,г.Алматы,ул. Балхашская,13А,5,POINT (76.944657 43.288102),,
1860,г.Алматы,ул. Балтабаевская,2,1,POINT (76.869405 43.30709),,
1868,г.Алматы,ул. Бальзака,19,4,POINT (76.931703 43.225793),,
1869,г.Алматы,ул. Бальзака,21,7,POINT (76.826932 43.198492),,
1951,г.Алматы,ул. Белорусская,5А,5,POINT (76.943067 43.278887),,
1952,г.Алматы,ул. Беляева,10,5,POINT (76.932601 43.35677),,
1954,г.Алматы,ул. Береговая,29Б,6,POINT (76.961159 43.232447),,
1038,г.Алматы,пр. Райымбека,238,2,POINT (76.883562 43.257448),,
1039,г.Алматы,пр. Райымбека,252,2,POINT (76.882341 43.257362),,
1040,г.Алматы,пр. Райымбека,264,2,POINT (76.880885 43.257297),,
1041,г.Алматы,пр. Райымбека,266,2,POINT (76.88049 43.25731),,
2611,г.Алматы,ул. Гоголя,84А,2,POINT (76.937443 43.258866),,
2653,г.Алматы,ул. Громова,7,8,POINT (76.959012 43.31548),,
2654,г.Алматы,ул. Громова,32А,8,POINT (76.96327 43.314817),,
2652,г.Алматы,ул. Гродненская,21,8,POINT (76.963746 43.29532),,
911,г.Алматы,пер. Полевой,19,6,POINT (76.980338 43.275612),,
915,г.Алматы,пер. Төретай,18,5,POINT (76.922639 43.27084),,
9518,г.Алматы,"ул. с/т""Казахфильм""",85,6,POINT (77.005293 43.245898),,
8674,г.Алматы,ул. с/т Институт химии,65,6,POINT (77.002778 43.254631),,
166,г.Алматы,"микрорайон ""Дархан""",254,1,POINT (76.876484 43.314916),,
86,г.Алматы,"микрорайон ""Арасан""",7,1,POINT (76.844432 43.344367),,
106,г.Алматы,"микрорайон ""Астана""",28,3,POINT (76.84701 43.210091),,
107,г.Алматы,"микрорайон ""Астана""",33,3,POINT (76.847091 43.209861),,
108,г.Алматы,"микрорайон ""Астана""",1/2,3,POINT (76.855732 43.211228),,
629,г.Алматы,"микрорайон ""Хан Тәңірі""",4,4,POINT (76.890084 43.187187),,
631,г.Алматы,"микрорайон ""Хан Тәңірі""",84Б,4,POINT (76.892545 43.168385),,
578,г.Алматы,"микрорайон ""Улжан""",94А,5,POINT (76.955877 43.278244),,
630,г.Алматы,"микрорайон ""Хан Тәңірі""",27/8,4,POINT (76.89118 43.178812),,
634,г.Алматы,"микрорайон ""Шугыла""",341/2КОРП2,7,POINT (76.78932 43.212851),,
635,г.Алматы,"микрорайон ""Шугыла""",341/2КОРП3,7,POINT (76.789527 43.212476),,
636,г.Алматы,"микрорайон ""Шугыла""",341/2КОРП4,7,POINT (76.790227 43.212548),,
637,г.Алматы,"микрорайон ""Шугыла""",341/2КОРП5,7,POINT (76.790479 43.212962),,
618,г.Алматы,"микрорайон ""Хан Тенгри""",37А,4,POINT (76.903496 43.140486),,
639,г.Алматы,"микрорайон ""Шугыла""",341/2КОРП7,7,POINT (76.790443 43.212213),,
638,г.Алматы,"микрорайон ""Шугыла""",341/2КОРП6,7,POINT (76.790281 43.21333),,
690,г.Алматы,микрорайон Акжар,60,7,POINT (76.807879 43.202173),,
640,г.Алматы,"микрорайон ""Шугыла""",342-5КОРП,7,POINT (76.789697 43.214368),,
687,г.Алматы,микрорайон Акжар,5,7,POINT (76.796767 43.183164),,
817,г.Алматы,микрорайон Нурлытау,1442,4,POINT (76.906972 43.142762),,
916,г.Алматы,пер. Төретай,20,5,POINT (76.922594 43.270847),,
914,г.Алматы,пер. Төретай,7,5,POINT (76.923591 43.270446),,
918,г.Алматы,пер. Төретай,25А,5,POINT (76.925037 43.270236),,
919,г.Алматы,пер. Төретай,27А,5,POINT (76.922253 43.271365),,
920,г.Алматы,пр -д Кирова,3,6,POINT (76.968633 43.255642),,
921,г.Алматы,пр. Абая,1,6,POINT (76.95647 43.243645),,
922,г.Алматы,пр. Абая,138,3,POINT (76.83517 43.214217),,
923,г.Алматы,пр. Абая,166,3,POINT (76.836086 43.212036),,
924,г.Алматы,пр. Абая,190,1,POINT (76.847567 43.303541),,
925,г.Алматы,пр. Абая,192,3,POINT (76.836922 43.209913),,
927,г.Алматы,пр. Абая,191А,2,POINT (76.875082 43.236276),,
929,г.Алматы,пр. Абая,61 А,2,POINT (76.93694 43.242135),,
6767,г.Алматы,ул. с/о Энергетик 2,160,4,POINT (76.900091 43.147741),,
7792,г.Алматы,ул. С/т Алтын Алма,66,7,POINT (76.814635 43.183789),,
648,г.Алматы,микрорайон 1,11Б,3,POINT (76.846516 43.231212),,
651,г.Алматы,микрорайон Акжар,6,1,POINT (76.867446 43.301382),,
655,г.Алматы,микрорайон Акжар,26,1,POINT (76.870627 43.301035),,
656,г.Алматы,микрорайон Акжар,32,1,POINT (76.874471 43.300444),,
658,г.Алматы,микрорайон Акжар,37,1,POINT (76.86786 43.301664),,
659,г.Алматы,микрорайон Акжар,43,1,POINT (76.869288 43.301494),,
8285,г.Алматы,ул. С/Т Енбек,126,7,POINT (76.803621 43.16924),,
8734,г.Алматы,ул. с/т КНМ,64,6,POINT (77.012165 43.247007),,
8735,г.Алматы,ул. с/т КНМ,72,6,POINT (77.011599 43.246219),,
928,г.Алматы,пр. Абая,217А,3,POINT (76.83782 43.209086),,
949,г.Алматы,пр. Гагарина,77,2,POINT (76.893543 43.242141),,
950,г.Алматы,пр. Гагарина,79,2,POINT (76.893525 43.24199),,
953,г.Алматы,пр. Гагарина,178,4,POINT (76.89622 43.231757),,
952,г.Алматы,пр. Гагарина,126,4,POINT (76.89551 43.237301),,
954,г.Алматы,пр. Гагарина,184,4,POINT (76.896426 43.231252),,
957,г.Алматы,пр. Гагарина,203,4,POINT (76.897468 43.214671),,
959,г.Алматы,пр. Гагарина,161А,4,POINT (76.896058 43.22061),,
958,г.Алматы,пр. Гагарина,141В,4,POINT (76.896273 43.223803),,
961,г.Алматы,пр. Гагарина,256Б,4,POINT (76.899319 43.208652),,
962,г.Алматы,пр. Достык,187,6,POINT (76.973834 43.203539),,
964,г.Алматы,пр. Достык,305,6,POINT (76.967806 43.209743),,
966,г.Алматы,пр. Достык,327,6,POINT (76.967689 43.208908),,
965,г.Алматы,пр. Достык,325,6,POINT (76.969208 43.20879),,
963,г.Алматы,пр. Достык,291,6,POINT (76.967438 43.210019),,
968,г.Алматы,пр. Достык,333,6,POINT (76.968417 43.209513),,
967,г.Алматы,пр. Достык,331,6,POINT (76.968453 43.209033),,
970,г.Алматы,пр. Достык,337,6,POINT (76.969441 43.209105),,
971,г.Алматы,пр. Достык,339,6,POINT (76.969711 43.208948),,
969,г.Алматы,пр. Достык,335,6,POINT (76.968848 43.209316),,
972,г.Алматы,пр. Достык,351,6,POINT (76.968723 43.20693),,
973,г.Алматы,пр. Достык,353,6,POINT (76.96821 43.207239),,
5403,г.Алматы,ул. ПК Медеу,1,7,POINT (76.80257 43.172047),,
1218,г.Алматы,ул. 4-улица,12,8,POINT (77.009048 43.381732),,
5496,г.Алматы,"ул. ПК""Горный Гигант""",.52,6,POINT (76.945564 43.217614),,
8990,г.Алматы,ул. с/т Наука,20,6,POINT (77.010809 43.247106),,
8921,г.Алматы,ул. с/т Механизатор,ДЧ8,6,POINT (77.007799 43.253856),,
3360,г.Алматы,ул. Закарпатская,56,8,POINT (77.005383 43.358153),,
6951,г.Алматы,"ул. С/т ""Вымпел""",106,6,POINT (77.006793 43.251617),,
11652,г.Алматы,ул. Шарипова,164А,6,POINT (77.000047 43.272127),,
7114,г.Алматы,"ул. с/т ""Горный садовод""",66,3,POINT (76.875998 43.22444),,
9160,г.Алматы,ул. с/т Сантехник,66,6,POINT (77.006802 43.252832),,
976,г.Алматы,пр. Достык,369,6,POINT (76.969262 43.205747),,
974,г.Алматы,пр. Достык,357,6,POINT (76.968552 43.206405),,
975,г.Алматы,пр. Достык,365,6,POINT (76.969208 43.205235),,
989,г.Алматы,пр. Достык,463,6,POINT (76.971651 43.206562),,
1021,г.Алматы,пр. Достык,ПЯТНО1,7,POINT (76.800306 43.219224),,
1023,г.Алматы,пр. Нұрсұлтан Назарбаев,220,6,POINT (76.949058 43.239659),,
1024,г.Алматы,пр. Нұрсұлтан Назарбаев,118Б,6,POINT (76.947307 43.252799),,
1025,г.Алматы,пр. Райымбек,482/11,3,POINT (76.850316 43.249719),,
1026,г.Алматы,пр. Райымбек,540/13,3,POINT (76.812856 43.238227),,
1028,г.Алматы,пр. Райымбека,14,6,POINT (76.96477 43.271818),,
1030,г.Алматы,пр. Райымбека,28,6,POINT (76.96274 43.271687),,
1045,г.Алматы,пр. Райымбека,309,1,POINT (76.876537 43.258419),,
2608,г.Алматы,ул. Гоголя,156,6,POINT (77.003308 43.239002),,
8293,г.Алматы,ул. С/Т Енбек,65,7,POINT (76.800459 43.164453),,
8298,г.Алматы,ул. С/Т Енбек,87,7,POINT (76.803343 43.16634),,
7390,г.Алматы,ул. с/т Алатау,11,6,POINT (77.000927 43.276649),,
8727,г.Алматы,ул. с/т КНМ,1А,6,POINT (77.007377 43.243639),,
8733,г.Алматы,ул. с/т КНМ,4А,6,POINT (77.007907 43.243606),,
3369,г.Алматы,ул. Закарпатская,92,8,POINT (77.01256 43.359851),,
8717,г.Алматы,ул. с/т КНМ,10,6,POINT (77.008455 43.243875),,
8820,г.Алматы,ул. С/т Луч,93,6,POINT (76.963045 43.23407),,
9165,г.Алматы,ул. с/т Сантехник,96,6,POINT (77.005419 43.253771),,
3373,г.Алматы,ул. Закарпатская,104,8,POINT (77.015606 43.360454),,
9469,г.Алматы,"ул. с/т""Геолог""",6,6,POINT (77.005077 43.238503),,
9268,г.Алматы,ул. с/т Статистик,55,6,POINT (77.010755 43.240342),,
9467,г.Алматы,"ул. с/т""Геолог""",4,6,POINT (77.005095 43.238358),,
11829,г.Алматы,ул. Шокая Мустафы,289А,6,POINT (77.000532 43.252103),,
8660,г.Алматы,ул. с/т Институт химии,23,6,POINT (77.004862 43.254079),,
9046,г.Алматы,ул. с/т Нефтяник,10,6,POINT (76.963611 43.194924),,
9163,г.Алматы,ул. с/т Сантехник,76,6,POINT (77.005832 43.251788),,
8015,г.Алматы,ул. с/т Госкино,Ч8,6,POINT (77.006901 43.24484),,
10512,г.Алматы,ул. Соболева,178,8,POINT (77.001224 43.363469),,
9520,г.Алматы,"ул. с/т""Казахфильм""",99,6,POINT (77.006425 43.245569),,
9248,г.Алматы,ул. с/т Свежесть-1,215,4,POINT (76.9001 43.145689),,
8920,г.Алматы,ул. с/т Механизатор,119А,6,POINT (77.00285 43.257356),,
